occ1980,occ1980_title,soc2010,soc2010_title
636,"PRECISION ASSEMBLERS, METAL",51-2099,"Assemblers and Fabricators, All Other"
637,"MACHINISTS, EXCEPT APPRENTICES",49-9061,Camera and Photographic Equipment Repairers
637,"MACHINISTS, EXCEPT APPRENTICES",51-4041,Machinists
639,MACHINIST APPRENTICES,49-9061,Camera and Photographic Equipment Repairers
639,MACHINIST APPRENTICES,51-4041,Machinists
643,BOILERMAKERS,47-2011,Boilermakers
644,"PRECISION GRINDERS, FITTERS, AND TOOL SHARPENERS",51-4194,"Tool Grinders, Filers, and Sharpeners"
644,"PRECISION GRINDERS, FITTERS, AND TOOL SHARPENERS",51-4199,"Metal Workers and Plastic Workers, All Other"
645,"PATTERNMAKERS AND MODEL MAKERS, METAL",51-4041,Machinists
645,"PATTERNMAKERS AND MODEL MAKERS, METAL",51-4061,"Model Makers, Metal and Plastic"
645,"PATTERNMAKERS AND MODEL MAKERS, METAL",51-4062,"Patternmakers, Metal and Plastic"
646,LAY-OUT WORKERS,51-4062,"Patternmakers, Metal and Plastic"
646,LAY-OUT WORKERS,51-4192,"Layout Workers, Metal and Plastic"
646,LAY-OUT WORKERS,51-6092,Fabric and Apparel Patternmakers
647,PRECIOUS STONES AND METALS WORKERS(JEWELERS),51-2093,Timing Device Assemblers and Adjusters
647,PRECIOUS STONES AND METALS WORKERS(JEWELERS),51-2099,"Assemblers and Fabricators, All Other"
647,PRECIOUS STONES AND METALS WORKERS(JEWELERS),51-9071,Jewelers and Precious Stone and Metal Workers
649,"ENGRAVERS, METAL",51-5111,Prepress Technicians and Workers
649,"ENGRAVERS, METAL",51-9194,Etchers and Engravers
653,"SHEET METAL WORKERS, EXCEPT APPRENTICES",47-2211,Sheet Metal Workers
654,SHEET METAL WORKER APPRENTICES,47-2211,Sheet Metal Workers
655,MISCELLANEOUS PRECISION METAL WORKERS,51-2041,Structural Metal Fabricators and Fitters
655,MISCELLANEOUS PRECISION METAL WORKERS,51-2099,"Assemblers and Fabricators, All Other"
655,MISCELLANEOUS PRECISION METAL WORKERS,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
655,MISCELLANEOUS PRECISION METAL WORKERS,51-4111,Tool and Die Makers
655,MISCELLANEOUS PRECISION METAL WORKERS,51-4199,"Metal Workers and Plastic Workers, All Other"
656,"PATTERNMAKERS AND MODEL MAKERS, WOOD",51-7031,"Model Makers, Wood"
656,"PATTERNMAKERS AND MODEL MAKERS, WOOD",51-7032,"Patternmakers, Wood"
656,"PATTERNMAKERS AND MODEL MAKERS, WOOD",51-7099,"Woodworkers, All Other"
657,CABINET MAKERS AND BENCH CARPENTERS,51-7011,Cabinetmakers and Bench Carpenters
658,FURNITURE AND WOOD FINISHERS,51-7021,Furniture Finishers
659,MISCELLANEOUS PRECISION WOODWORKERS,51-7011,Cabinetmakers and Bench Carpenters
659,MISCELLANEOUS PRECISION WOODWORKERS,51-7099,"Woodworkers, All Other"
666,DRESSMAKERS,51-6031,Sewing Machine Operators
666,DRESSMAKERS,51-6051,"Sewers, Hand"
666,DRESSMAKERS,51-6052,"Tailors, Dressmakers, and Custom Sewers"
666,DRESSMAKERS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
667,TAILORS,51-6052,"Tailors, Dressmakers, and Custom Sewers"
668,UPHOLSTERERS,51-6093,Upholsterers
669,SHOE REPAIRERS,51-6041,Shoe and Leather Workers and Repairers
673,APPAREL AND FABRIC PATTERNMAKERS,51-6092,Fabric and Apparel Patternmakers
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,39-3092,Costume Attendants
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,49-9093,"Fabric Menders, Except Garment"
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-3099,"Food Processing Workers, All Other"
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6031,Sewing Machine Operators
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6051,"Sewers, Hand"
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6052,"Tailors, Dressmakers, and Custom Sewers"
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6092,Fabric and Apparel Patternmakers
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-9031,"Cutters and Trimmers, Hand"
674,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-9199,"Production Workers, All Other"
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-3099,"Food Processing Workers, All Other"
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-4071,Foundry Mold and Coremakers
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-7011,Cabinetmakers and Bench Carpenters
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-9022,"Grinding and Polishing Workers, Hand"
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-9071,Jewelers and Precious Stone and Metal Workers
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
675,"HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS",51-9199,"Production Workers, All Other"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",17-3021,Aerospace Engineering and Operations Technicians
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",47-2121,Glaziers
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-2022,Electrical and Electronic Equipment Assemblers
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-3099,"Food Processing Workers, All Other"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-4061,"Model Makers, Metal and Plastic"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-4062,"Patternmakers, Metal and Plastic"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-7031,"Model Makers, Wood"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-9031,"Cutters and Trimmers, Hand"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-9194,Etchers and Engravers
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
676,"PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS",51-9199,"Production Workers, All Other"
677,OPTICAL GOODS WORKERS,49-9041,Industrial Machinery Mechanics
677,OPTICAL GOODS WORKERS,51-3099,"Food Processing Workers, All Other"
677,OPTICAL GOODS WORKERS,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
677,OPTICAL GOODS WORKERS,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
677,OPTICAL GOODS WORKERS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
677,OPTICAL GOODS WORKERS,51-9022,"Grinding and Polishing Workers, Hand"
677,OPTICAL GOODS WORKERS,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
677,OPTICAL GOODS WORKERS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
677,OPTICAL GOODS WORKERS,51-9082,Medical Appliance Technicians
677,OPTICAL GOODS WORKERS,51-9083,Ophthalmic Laboratory Technicians
677,OPTICAL GOODS WORKERS,51-9141,Semiconductor Processors
677,OPTICAL GOODS WORKERS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
677,OPTICAL GOODS WORKERS,51-9199,"Production Workers, All Other"
678,DENTAL LABORATORY AND MEDICAL APPLIANCE TECHNICIAN,51-9081,Dental Laboratory Technicians
679,BOOKBINDERS,51-5113,Print Binding and Finishing Workers**
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,17-3024,Electro-Mechanical Technicians
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,51-2021,"Coil Winders, Tapers, and Finishers"
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,51-2022,Electrical and Electronic Equipment Assemblers
683,ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS,51-2031,Engine and Other Machine Assemblers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",17-3023,Electrical and Electronics Engineering Technicians
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",47-2031,Carpenters
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",47-2061,Construction Laborers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",47-2231,Solar Photovoltaic Installers**
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",47-4099,"Construction and Related Workers, All Other"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",49-3041,Farm Equipment Mechanics and Service Technicians
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-2022,Electrical and Electronic Equipment Assemblers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-2023,Electromechanical Equipment Assemblers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-2041,Structural Metal Fabricators and Fitters
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-2099,"Assemblers and Fabricators, All Other"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-3092,Food Batchmakers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-3099,"Food Processing Workers, All Other"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-4041,Machinists
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-5111,Prepress Technicians and Workers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-5112,Printing Press Operators**
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-6041,Shoe and Leather Workers and Repairers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-7011,Cabinetmakers and Bench Carpenters
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9071,Jewelers and Precious Stone and Metal Workers
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9082,Medical Appliance Technicians
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
684,"MISCELLANEOUS PRECISION WORKERS, N.E.C.",51-9199,"Production Workers, All Other"
686,BUTCHERS AND MEAT CUTTERS,51-3021,Butchers and Meat Cutters
686,BUTCHERS AND MEAT CUTTERS,51-3023,Slaughterers and Meat Packers
687,BAKERS,19-4011,Agricultural and Food Science Technicians
687,BAKERS,51-3011,Bakers
688,FOOD BATCHMAKERS,51-3092,Food Batchmakers
688,FOOD BATCHMAKERS,51-3093,Food Cooking Machine Operators and Tenders
688,FOOD BATCHMAKERS,51-3099,"Food Processing Workers, All Other"
688,FOOD BATCHMAKERS,51-9123,"Painting, Coating, and Decorating Workers"
688,FOOD BATCHMAKERS,51-9199,"Production Workers, All Other"
689,"INSPECTORS, TESTERS, AND GRADERS",17-2112,Industrial Engineers
689,"INSPECTORS, TESTERS, AND GRADERS",47-2231,Solar Photovoltaic Installers**
689,"INSPECTORS, TESTERS, AND GRADERS",47-4099,"Construction and Related Workers, All Other"
689,"INSPECTORS, TESTERS, AND GRADERS",49-9071,"Maintenance and Repair Workers, General"
689,"INSPECTORS, TESTERS, AND GRADERS",51-5112,Printing Press Operators**
689,"INSPECTORS, TESTERS, AND GRADERS",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
689,"INSPECTORS, TESTERS, AND GRADERS",51-9141,Semiconductor Processors
689,"INSPECTORS, TESTERS, AND GRADERS",53-6051,Transportation Inspectors
693,ADJUSTERS AND CALIBRATORS,13-1121,"Meeting, Convention, and Event Planners**"
693,ADJUSTERS AND CALIBRATORS,13-1161,Market Research Analysts and Marketing Specialists**
693,ADJUSTERS AND CALIBRATORS,13-1199,"Business Operations Specialists, All Other"
693,ADJUSTERS AND CALIBRATORS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
693,ADJUSTERS AND CALIBRATORS,51-2093,Timing Device Assemblers and Adjusters
693,ADJUSTERS AND CALIBRATORS,51-3099,"Food Processing Workers, All Other"
693,ADJUSTERS AND CALIBRATORS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
693,ADJUSTERS AND CALIBRATORS,51-9199,"Production Workers, All Other"
694,WATER AND SEWAGE TREATMENT PLANT OPERATORS,25-1194,"Vocational Education Teachers, Postsecondary"
694,WATER AND SEWAGE TREATMENT PLANT OPERATORS,51-1011,First-Line Supervisors of Production and Operating Workers
694,WATER AND SEWAGE TREATMENT PLANT OPERATORS,51-8031,Water and Wastewater Treatment Plant and System Operators
694,WATER AND SEWAGE TREATMENT PLANT OPERATORS,51-8099,"Plant and System Operators, All Other"
695,POWER PLANT OPERATORS,47-5012,"Rotary Drill Operators, Oil and Gas"
695,POWER PLANT OPERATORS,51-8011,Nuclear Power Reactor Operators
695,POWER PLANT OPERATORS,51-8012,Power Distributors and Dispatchers
695,POWER PLANT OPERATORS,51-8013,Power Plant Operators
696,STATIONARY ENGINEERS,51-8021,Stationary Engineers and Boiler Operators
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-3099,"Food Processing Workers, All Other"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-8013,Power Plant Operators
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-8091,Chemical Plant and System Operators
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-8092,Gas Plant Operators
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-8099,"Plant and System Operators, All Other"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
699,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,51-9199,"Production Workers, All Other"
703,LATHE AND TURNING MACHINE SET-UP OPERATORS,49-3023,Automotive Service Technicians and Mechanics
703,LATHE AND TURNING MACHINE SET-UP OPERATORS,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
704,LATHE AND TURNING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
704,LATHE AND TURNING MACHINE OPERATORS,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
704,LATHE AND TURNING MACHINE OPERATORS,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
704,LATHE AND TURNING MACHINE OPERATORS,51-4199,"Metal Workers and Plastic Workers, All Other"
704,LATHE AND TURNING MACHINE OPERATORS,51-9022,"Grinding and Polishing Workers, Hand"
704,LATHE AND TURNING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
705,MILLING AND PLANING MACHINE OPERATORS,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
706,PUNCHING AND STAMPING PRESS MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
707,ROLLING MACHINE OPERATORS,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
707,ROLLING MACHINE OPERATORS,53-7011,Conveyor Operators and Tenders
708,DRILLING AND BORING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
708,DRILLING AND BORING MACHINE OPERATORS,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
708,DRILLING AND BORING MACHINE OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
708,DRILLING AND BORING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-3099,"Food Processing Workers, All Other"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-9022,"Grinding and Polishing Workers, Hand"
709,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS",51-9199,"Production Workers, All Other"
713,FORGING MACHINE OPERATORS,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
714,NUMERICAL CONTROL MACHINE OPERATOR,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",47-2061,Construction Laborers
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",47-2211,Sheet Metal Workers
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-2099,"Assemblers and Fabricators, All Other"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-3099,"Food Processing Workers, All Other"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4041,Machinists
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4051,Metal-Refining Furnace Operators and Tenders
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4061,"Model Makers, Metal and Plastic"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-4199,"Metal Workers and Plastic Workers, All Other"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9022,"Grinding and Polishing Workers, Hand"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9031,"Cutters and Trimmers, Hand"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9111,Packaging and Filling Machine Operators and Tenders
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9198,Helpers--Production Workers
715,"MISCELLANEOUS METAL, PLASTIC, STONE AND GLASS WORKING MACHINE OPERA",51-9199,"Production Workers, All Other"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",47-2231,Solar Photovoltaic Installers**
717,"FABRICATING MACHINE OPERATORS, N.E.C.",49-3023,Automotive Service Technicians and Mechanics
717,"FABRICATING MACHINE OPERATORS, N.E.C.",49-9081,Wind Turbine Service Technicians
717,"FABRICATING MACHINE OPERATORS, N.E.C.",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-2041,Structural Metal Fabricators and Fitters
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-2099,"Assemblers and Fabricators, All Other"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-3099,"Food Processing Workers, All Other"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-4199,"Metal Workers and Plastic Workers, All Other"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-5112,Printing Press Operators**
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
717,"FABRICATING MACHINE OPERATORS, N.E.C.",51-9199,"Production Workers, All Other"
719,MOLDING AND CASTING MACHINE OPERATORS,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
719,MOLDING AND CASTING MACHINE OPERATORS,51-4051,Metal-Refining Furnace Operators and Tenders
719,MOLDING AND CASTING MACHINE OPERATORS,51-4052,"Pourers and Casters, Metal"
719,MOLDING AND CASTING MACHINE OPERATORS,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
719,MOLDING AND CASTING MACHINE OPERATORS,51-4199,"Metal Workers and Plastic Workers, All Other"
719,MOLDING AND CASTING MACHINE OPERATORS,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
719,MOLDING AND CASTING MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
719,MOLDING AND CASTING MACHINE OPERATORS,51-9071,Jewelers and Precious Stone and Metal Workers
719,MOLDING AND CASTING MACHINE OPERATORS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
723,METAL PLATING MACHINE OPERATORS,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
723,METAL PLATING MACHINE OPERATORS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
723,METAL PLATING MACHINE OPERATORS,51-9123,"Painting, Coating, and Decorating Workers"
724,HEAT TREATING EQUIPMENT OPERATORS,51-4051,Metal-Refining Furnace Operators and Tenders
724,HEAT TREATING EQUIPMENT OPERATORS,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
724,HEAT TREATING EQUIPMENT OPERATORS,53-7199,"Material Moving Workers, All Other"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-4052,"Pourers and Casters, Metal"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-4199,"Metal Workers and Plastic Workers, All Other"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
725,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
726,"WOOD LATHE, ROUTING, AND PLANING MACHINE OPERATORS",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
727,SAWING MACHINE OPERATORS,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood"
728,SHAPING AND JOINING MACHINE OPERATORS,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
728,SHAPING AND JOINING MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
729,"NAILING AND TACKING MACHINE OPERATORS",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,45-4029,"Logging Workers, All Other"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
